   9.9619804e+00   7.4877710e+00   9.4486424e+00   6.4766342e+00   9.8906357e+00   7.8310351e+00   9.2959191e+00   6.3189371e+00   9.9619233e+00   7.4877197e+00   9.4486140e+00   6.4766025e+00   9.8907373e+00   7.8310582e+00   9.2957665e+00   6.3189141e+00   9.9622326e+00   7.4878495e+00   9.4485131e+00   6.4765435e+00   9.8907529e+00   7.8310413e+00   9.2955451e+00   6.3188649e+00   9.9624543e+00   7.4879432e+00   9.4483393e+00   6.4764572e+00   9.8906818e+00   7.8309841e+00   9.2954562e+00   6.3187896e+00
   9.8907651e+00   7.8464694e+00   9.2923305e+00   6.3101582e+00   9.9683166e+00   7.4722924e+00   9.4586328e+00   6.4815662e+00   9.8908080e+00   7.8464989e+00   9.2919940e+00   6.3100065e+00   9.9687401e+00   7.4724094e+00   9.4582211e+00   6.4813797e+00   9.8904323e+00   7.8463336e+00   9.2924345e+00   6.3100803e+00   9.9687358e+00   7.4723528e+00   9.4583946e+00   6.4815405e+00   9.8902959e+00   7.8462395e+00   9.2925500e+00   6.3101831e+00   9.9682987e+00   7.4721223e+00   9.4586903e+00   6.4816204e+00
   9.8911898e+00   7.8607711e+00   9.2891266e+00   6.3017880e+00   9.9746311e+00   7.4579988e+00   9.4677198e+00   6.4857832e+00   9.8905042e+00   7.8605548e+00   9.2896254e+00   6.3020059e+00   9.9743935e+00   7.4577315e+00   9.4681121e+00   6.4859779e+00   9.8911203e+00   7.8606762e+00   9.2893450e+00   6.3019603e+00   9.9742795e+00   7.4579605e+00   9.4681205e+00   6.4859513e+00   9.8910372e+00   7.8607411e+00   9.2894180e+00   6.3018887e+00   9.9746603e+00   7.4579419e+00   9.4677054e+00   6.4858421e+00
   9.2871076e+00   6.2942974e+00   9.9801684e+00   7.4442830e+00   9.4770551e+00   6.4898311e+00   9.8917281e+00   7.8739378e+00   9.2867477e+00   6.2942079e+00   9.9800576e+00   7.4445543e+00   9.4771191e+00   6.4898388e+00   9.8913300e+00   7.8740036e+00   9.2871307e+00   6.2943100e+00   9.9801050e+00   7.4442315e+00   9.4771144e+00   6.4898522e+00   9.8917622e+00   7.8739732e+00   9.2866607e+00   6.2941783e+00   9.9801278e+00   7.4445562e+00   9.4770602e+00   6.4898154e+00   9.8912234e+00   7.8739732e+00
   9.4855594e+00   6.4932092e+00   9.8920079e+00   7.8863356e+00   9.2849989e+00   6.2870309e+00   9.9848933e+00   7.4316690e+00   9.4860455e+00   6.4934947e+00   9.8923699e+00   7.8866830e+00   9.2849045e+00   6.2869468e+00   9.9857112e+00   7.4318131e+00   9.4855406e+00   6.4931813e+00   9.8925827e+00   7.8863458e+00   9.2844940e+00   6.2868516e+00   9.9856311e+00   7.4316529e+00   9.4857930e+00   6.4934193e+00   9.8918278e+00   7.8865373e+00   9.2849484e+00   6.2869670e+00   9.9850402e+00   7.4320882e+00
   9.2760497e+00   6.2731857e+00   9.9941227e+00   7.4721819e+00   9.4715655e+00   6.4717895e+00   9.9045275e+00   7.8764271e+00   9.2926022e+00   6.2893891e+00   9.9866825e+00   7.3806284e+00   9.5108609e+00   6.5152181e+00   9.8851339e+00   7.9138917e+00   9.2755063e+00   6.2729528e+00   9.9939975e+00   7.4722475e+00   9.4711558e+00   6.4715399e+00   9.9037888e+00   7.8762563e+00   9.2931125e+00   6.2896215e+00   9.9860375e+00   7.3808566e+00   9.5111945e+00   6.5152405e+00   9.8846946e+00   7.9142204e+00
   9.3004473e+00   6.2915479e+00   9.9876448e+00   7.3481377e+00   9.5277997e+00   6.5283117e+00   9.8817137e+00   7.9331087e+00   9.2709792e+00   6.2631753e+00   1.0000842e+01   7.5097680e+00   9.4585833e+00   6.4518605e+00   9.9157058e+00   7.8676144e+00   9.3001591e+00   6.2914237e+00   9.9878279e+00   7.3481081e+00   9.5280424e+00   6.5283991e+00   9.8818067e+00   7.9329275e+00   9.2708160e+00   6.2631400e+00   1.0000892e+01   7.5097481e+00   9.4584672e+00   6.4518769e+00   9.9155780e+00   7.8675155e+00
   9.2974918e+00   6.2834407e+00   9.9933830e+00   7.3460974e+00   9.5319701e+00   6.5265305e+00   9.8846680e+00   7.9400751e+00   9.2714864e+00   6.2584449e+00   1.0004784e+01   7.5604159e+00   9.4395786e+00   6.4260818e+00   9.9293326e+00   7.8528843e+00   9.3106692e+00   6.2961384e+00   9.9872184e+00   7.3158231e+00   9.5449641e+00   6.5411799e+00   9.8778828e+00   7.9512488e+00   9.2663502e+00   6.2535656e+00   1.0006690e+01   7.4927436e+00   9.4689664e+00   6.4571002e+00   9.9152383e+00   7.8821800e+00
   9.4455051e+00   6.4267879e+00   9.9309019e+00   7.8632873e+00   9.3093630e+00   6.2897046e+00   9.9929477e+00   7.3108941e+00   9.5505680e+00   6.5410439e+00   9.8810578e+00   7.9587015e+00   9.2664186e+00   6.2486392e+00   1.0011681e+01   7.4417193e+00   9.4941619e+00   6.4785558e+00   9.9084881e+00   7.9098761e+00   9.2886122e+00   6.2697054e+00   1.0001770e+01   7.3590458e+00   9.5296846e+00   6.5175891e+00   9.8908195e+00   7.9414179e+00   9.2744454e+00   6.2561121e+00   1.0007486e+01   7.4039541e+00
   9.5360201e+00   6.5184283e+00   9.8932785e+00   7.9498785e+00   9.2738352e+00   6.2507096e+00   1.0012793e+01   7.6116557e+00   9.4239249e+00   6.3983264e+00   9.9463029e+00   7.8459476e+00   9.3205223e+00   6.2953211e+00   9.9918523e+00   7.2820058e+00   9.5653092e+00   6.5521455e+00   9.8779475e+00   7.9747521e+00   9.2625829e+00   6.2399904e+00   1.0017182e+01   7.5660418e+00   9.4436658e+00   6.4190623e+00   9.9367357e+00   7.8659512e+00   9.3115848e+00   6.2866951e+00   9.9964104e+00   7.6986560e+00
